parents,has_nurs,form,children,housing,finance
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,2,critical,inconv
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,convenient
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,convenient,inconv
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,convenient
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,less_conv,inconv
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,convenient
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,3,critical,inconv
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,convenient
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,convenient,inconv
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,convenient
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,less_conv,inconv
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,convenient
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,completed,more,critical,inconv
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,convenient
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,convenient,inconv
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,convenient
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,less_conv,inconv
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,convenient
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,1,critical,inconv
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,convenient
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,convenient,inconv
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,convenient
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,less_conv,inconv
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,convenient
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,2,critical,inconv
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,convenient
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,convenient,inconv
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,convenient
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,less_conv,inconv
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,convenient
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,3,critical,inconv
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,convenient
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,convenient,inconv
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,convenient
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,less_conv,inconv
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,convenient
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,incomplete,more,critical,inconv
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,convenient
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,convenient,inconv
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,convenient
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,less_conv,inconv
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,convenient
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,1,critical,inconv
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,convenient
usual,proper,foster,2,convenient,inconv
