parents,has_nurs,form,children
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,1
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,2
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,3
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,incomplete,more
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,1
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,2
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,3
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,proper,foster,more
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,1
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,2
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,3
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,complete,more
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,1
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
